failure_number,role,fixture_id,variant_id,repeat_idx,status,failure_class,quality_score,zero_tolerance_failure_types,scenario_group,fixture_input,prompt,expected,failure_description,raw_output_path,parsed_output_path
11,atomic_card_extractor,article_url_ai_memory_001,base,0,zero_tolerance_fail,zero_tolerance_failure,0.3000000000000001,source_invention,article_source_grounding,Remember this article: https://example.com/ai-memory why: useful for thinking about knowledge graph memory design. Mock fetched article: Graph memory helps agents preserve relationships; provenance and update semantics are needed.,"You are evaluating Brain, a personal memory system.
Return only JSON matching the requested schema.
Be strict on committing durable memory, preserve ambiguity, and never present superseded/deleted facts as current.
Role: atomic_card_extractor
Fixture ID: article_url_ai_memory_001
Role contract:
- Extract atomic memory cards only from facts explicitly supported by the input; omit or lower confidence on ambiguous references.
- When extraction succeeds, use decision commit_success or commit_with_warning; do not emit backend conflict-policy decisions.
- Zero tolerance: do not invent source claims that are not in the provided input.
Input:
Remember this article: https://example.com/ai-memory why: useful for thinking about knowledge graph memory design. Mock fetched article: Graph memory helps agents preserve relationships; provenance and update semantics are needed.","{""decision_any"": [""commit_success"", ""commit_with_warning""], ""memory_kinds_any"": [""article_note"", ""key_takeaway"", ""source_summary""], ""must_include"": [""graph memory"", ""relationships"", ""provenance""], ""source_memory_split"": true}","Zero-tolerance failure: source_invention. Lowest subscores: memory_card_quality=0.00, recall_quality=0.33.",artifacts/full_model_suite_gpt55_1repeat_manual_20260508_205815/raw_full/openai_gpt-5.5__atomic_card_extractor__article_url_ai_memory_001__0.json,artifacts/full_model_suite_gpt55_1repeat_manual_20260508_205815/parsed/eval_20260508_195937/openai_gpt-5.5__atomic_card_extractor__article_url_ai_memory_001__0.json
12,atomic_card_extractor,article_url_ai_memory_001,context,0,zero_tolerance_fail,zero_tolerance_failure,0.3000000000000001,source_invention,article_source_grounding,"For context, Remember this article: https://example.com/ai-memory why: useful for thinking about knowledge graph memory design. Mock fetched article: Graph memory helps agents preserve relationships; provenance and update semantics are needed.","You are evaluating Brain, a personal memory system.
Return only JSON matching the requested schema.
Be strict on committing durable memory, preserve ambiguity, and never present superseded/deleted facts as current.
Role: atomic_card_extractor
Fixture ID: article_url_ai_memory_001__context
Role contract:
- Extract atomic memory cards only from facts explicitly supported by the input; omit or lower confidence on ambiguous references.
- When extraction succeeds, use decision commit_success or commit_with_warning; do not emit backend conflict-policy decisions.
- Zero tolerance: do not invent source claims that are not in the provided input.
Input:
For context, Remember this article: https://example.com/ai-memory why: useful for thinking about knowledge graph memory design. Mock fetched article: Graph memory helps agents preserve relationships; provenance and update semantics are needed.","{""decision_any"": [""commit_success"", ""commit_with_warning""], ""memory_kinds_any"": [""article_note"", ""key_takeaway"", ""source_summary""], ""must_include"": [""graph memory"", ""relationships"", ""provenance""], ""source_memory_split"": true}","Zero-tolerance failure: source_invention. Lowest subscores: memory_card_quality=0.00, recall_quality=0.00.",artifacts/full_model_suite_gpt55_1repeat_manual_20260508_205815/raw_full/openai_gpt-5.5__atomic_card_extractor__article_url_ai_memory_001__context__0.json,artifacts/full_model_suite_gpt55_1repeat_manual_20260508_205815/parsed/eval_20260508_195937/openai_gpt-5.5__atomic_card_extractor__article_url_ai_memory_001__context__0.json
13,atomic_card_extractor,article_url_fetch_failure_001,base,0,zero_tolerance_fail,zero_tolerance_failure,0.3000000000000001,source_invention,article_fetch_failure,Remember this article: https://example.com/missing why: useful for memory architecture. Mock fetch result: 404 network error.,"You are evaluating Brain, a personal memory system.
Return only JSON matching the requested schema.
Be strict on committing durable memory, preserve ambiguity, and never present superseded/deleted facts as current.
Role: atomic_card_extractor
Fixture ID: article_url_fetch_failure_001
Role contract:
- Extract atomic memory cards only from facts explicitly supported by the input; omit or lower confidence on ambiguous references.
- When extraction succeeds, use decision commit_success or commit_with_warning; do not emit backend conflict-policy decisions.
- Zero tolerance: do not invent source claims that are not in the provided input.
Input:
Remember this article: https://example.com/missing why: useful for memory architecture. Mock fetch result: 404 network error.","{""decision_any"": [""propose_repair"", ""commit_with_warning""], ""must_include_any"": [""fetch_error"", ""paste article"", ""URL-only""], ""must_not_include"": [""The article argues""], ""repair_terms"": [""paste"", ""URL-only"", ""cancel""]}","Zero-tolerance failure: source_invention. Lowest subscores: memory_card_quality=0.00, recall_quality=0.00, repair_quality=0.00.",artifacts/full_model_suite_gpt55_1repeat_manual_20260508_205815/raw_full/openai_gpt-5.5__atomic_card_extractor__article_url_fetch_failure_001__0.json,artifacts/full_model_suite_gpt55_1repeat_manual_20260508_205815/parsed/eval_20260508_195937/openai_gpt-5.5__atomic_card_extractor__article_url_fetch_failure_001__0.json
14,atomic_card_extractor,article_url_fetch_failure_001,context,0,zero_tolerance_fail,zero_tolerance_failure,0.3000000000000001,source_invention,article_fetch_failure,"For context, Remember this article: https://example.com/missing why: useful for memory architecture. Mock fetch result: 404 network error.","You are evaluating Brain, a personal memory system.
Return only JSON matching the requested schema.
Be strict on committing durable memory, preserve ambiguity, and never present superseded/deleted facts as current.
Role: atomic_card_extractor
Fixture ID: article_url_fetch_failure_001__context
Role contract:
- Extract atomic memory cards only from facts explicitly supported by the input; omit or lower confidence on ambiguous references.
- When extraction succeeds, use decision commit_success or commit_with_warning; do not emit backend conflict-policy decisions.
- Zero tolerance: do not invent source claims that are not in the provided input.
Input:
For context, Remember this article: https://example.com/missing why: useful for memory architecture. Mock fetch result: 404 network error.","{""decision_any"": [""propose_repair"", ""commit_with_warning""], ""must_include_any"": [""fetch_error"", ""paste article"", ""URL-only""], ""must_not_include"": [""The article argues""], ""repair_terms"": [""paste"", ""URL-only"", ""cancel""]}","Zero-tolerance failure: source_invention. Lowest subscores: memory_card_quality=0.00, recall_quality=0.00, repair_quality=0.00.",artifacts/full_model_suite_gpt55_1repeat_manual_20260508_205815/raw_full/openai_gpt-5.5__atomic_card_extractor__article_url_fetch_failure_001__context__0.json,artifacts/full_model_suite_gpt55_1repeat_manual_20260508_205815/parsed/eval_20260508_195937/openai_gpt-5.5__atomic_card_extractor__article_url_fetch_failure_001__context__0.json
15,atomic_card_extractor,article_url_ai_memory_001,punctuation,0,zero_tolerance_fail,zero_tolerance_failure,0.3000000000000001,source_invention,article_source_grounding,Remember this article - https -//examplecom/ai-memory why - useful for thinking about knowledge graph memory design Mock fetched article - Graph memory helps agents preserve relationships; provenance and update semantics are needed,"You are evaluating Brain, a personal memory system.
Return only JSON matching the requested schema.
Be strict on committing durable memory, preserve ambiguity, and never present superseded/deleted facts as current.
Role: atomic_card_extractor
Fixture ID: article_url_ai_memory_001__punctuation
Role contract:
- Extract atomic memory cards only from facts explicitly supported by the input; omit or lower confidence on ambiguous references.
- When extraction succeeds, use decision commit_success or commit_with_warning; do not emit backend conflict-policy decisions.
- Zero tolerance: do not invent source claims that are not in the provided input.
Input:
Remember this article - https -//examplecom/ai-memory why - useful for thinking about knowledge graph memory design Mock fetched article - Graph memory helps agents preserve relationships; provenance and update semantics are needed","{""decision_any"": [""commit_success"", ""commit_with_warning""], ""memory_kinds_any"": [""article_note"", ""key_takeaway"", ""source_summary""], ""must_include"": [""graph memory"", ""relationships"", ""provenance""], ""source_memory_split"": true}","Zero-tolerance failure: source_invention. Lowest subscores: memory_card_quality=0.00, recall_quality=0.00.",artifacts/full_model_suite_gpt55_1repeat_manual_20260508_205815/raw_full/openai_gpt-5.5__atomic_card_extractor__article_url_ai_memory_001__punctuation__0.json,artifacts/full_model_suite_gpt55_1repeat_manual_20260508_205815/parsed/eval_20260508_195937/openai_gpt-5.5__atomic_card_extractor__article_url_ai_memory_001__punctuation__0.json
16,atomic_card_extractor,article_url_fetch_failure_001,punctuation,0,zero_tolerance_fail,zero_tolerance_failure,0.3000000000000001,source_invention,article_fetch_failure,Remember this article - https -//examplecom/missing why - useful for memory architecture Mock fetch result - 404 network error,"You are evaluating Brain, a personal memory system.
Return only JSON matching the requested schema.
Be strict on committing durable memory, preserve ambiguity, and never present superseded/deleted facts as current.
Role: atomic_card_extractor
Fixture ID: article_url_fetch_failure_001__punctuation
Role contract:
- Extract atomic memory cards only from facts explicitly supported by the input; omit or lower confidence on ambiguous references.
- When extraction succeeds, use decision commit_success or commit_with_warning; do not emit backend conflict-policy decisions.
- Zero tolerance: do not invent source claims that are not in the provided input.
Input:
Remember this article - https -//examplecom/missing why - useful for memory architecture Mock fetch result - 404 network error","{""decision_any"": [""propose_repair"", ""commit_with_warning""], ""must_include_any"": [""fetch_error"", ""paste article"", ""URL-only""], ""must_not_include"": [""The article argues""], ""repair_terms"": [""paste"", ""URL-only"", ""cancel""]}","Zero-tolerance failure: source_invention. Lowest subscores: memory_card_quality=0.00, recall_quality=0.00, repair_quality=0.33.",artifacts/full_model_suite_gpt55_1repeat_manual_20260508_205815/raw_full/openai_gpt-5.5__atomic_card_extractor__article_url_fetch_failure_001__punctuation__0.json,artifacts/full_model_suite_gpt55_1repeat_manual_20260508_205815/parsed/eval_20260508_195937/openai_gpt-5.5__atomic_card_extractor__article_url_fetch_failure_001__punctuation__0.json
17,atomic_card_extractor,long_markdown_chat_summary_001,context,0,quality_fail,quality_failure,0.3000000000000001,,long_markdown_source_split,"For context, # Chat Summary: Brain Architecture
Brain DB should be the source of truth. Cognee should be a rebuildable semantic projection. Slack should be a strict memory intake agent. Open questions: Should Telegram be added later? Which model is cheapest while saturating performance?","You are evaluating Brain, a personal memory system.
Return only JSON matching the requested schema.
Be strict on committing durable memory, preserve ambiguity, and never present superseded/deleted facts as current.
Role: atomic_card_extractor
Fixture ID: long_markdown_chat_summary_001__context
Role contract:
- Extract atomic memory cards only from facts explicitly supported by the input; omit or lower confidence on ambiguous references.
- When extraction succeeds, use decision commit_success or commit_with_warning; do not emit backend conflict-policy decisions.
Input:
For context, # Chat Summary: Brain Architecture
Brain DB should be the source of truth. Cognee should be a rebuildable semantic projection. Slack should be a strict memory intake agent. Open questions: Should Telegram be added later? Which model is cheapest while saturating performance?","{""decision_any"": [""commit_success"", ""commit_with_warning""], ""memory_kinds"": [""decision"", ""open_question"", ""source_summary""], ""must_include"": [""Brain DB"", ""Cognee"", ""Slack"", ""Telegram""], ""source_memory_split"": true}","Required content is not represented in extracted memory cards: Telegram. Expected card kinds include decision, open_question, source_summary; model emitted architecture_principle, architecture_principle, architecture_principle. Lowest subscores: memory_card_quality=0.00, recall_quality=0.00.",artifacts/full_model_suite_gpt55_1repeat_manual_20260508_205815/raw_full/openai_gpt-5.5__atomic_card_extractor__long_markdown_chat_summary_001__context__0.json,artifacts/full_model_suite_gpt55_1repeat_manual_20260508_205815/parsed/eval_20260508_195937/openai_gpt-5.5__atomic_card_extractor__long_markdown_chat_summary_001__context__0.json
18,atomic_card_extractor,long_markdown_chat_summary_001,base,0,quality_fail,quality_failure,0.5333333333333334,,long_markdown_source_split,"# Chat Summary: Brain Architecture
Brain DB should be the source of truth. Cognee should be a rebuildable semantic projection. Slack should be a strict memory intake agent. Open questions: Should Telegram be added later? Which model is cheapest while saturating performance?","You are evaluating Brain, a personal memory system.
Return only JSON matching the requested schema.
Be strict on committing durable memory, preserve ambiguity, and never present superseded/deleted facts as current.
Role: atomic_card_extractor
Fixture ID: long_markdown_chat_summary_001
Role contract:
- Extract atomic memory cards only from facts explicitly supported by the input; omit or lower confidence on ambiguous references.
- When extraction succeeds, use decision commit_success or commit_with_warning; do not emit backend conflict-policy decisions.
Input:
# Chat Summary: Brain Architecture
Brain DB should be the source of truth. Cognee should be a rebuildable semantic projection. Slack should be a strict memory intake agent. Open questions: Should Telegram be added later? Which model is cheapest while saturating performance?","{""decision_any"": [""commit_success"", ""commit_with_warning""], ""memory_kinds"": [""decision"", ""open_question"", ""source_summary""], ""must_include"": [""Brain DB"", ""Cognee"", ""Slack"", ""Telegram""], ""source_memory_split"": true}","Expected card kinds include decision, open_question, source_summary; model emitted architecture_principle, architecture_principle, architecture_principle, open_question, open_question. Lowest subscores: memory_card_quality=0.33, recall_quality=0.00.",artifacts/full_model_suite_gpt55_1repeat_manual_20260508_205815/raw_full/openai_gpt-5.5__atomic_card_extractor__long_markdown_chat_summary_001__0.json,artifacts/full_model_suite_gpt55_1repeat_manual_20260508_205815/parsed/eval_20260508_195937/openai_gpt-5.5__atomic_card_extractor__long_markdown_chat_summary_001__0.json
19,atomic_card_extractor,long_markdown_chat_summary_001,punctuation,0,quality_fail,quality_failure,0.5333333333333334,,long_markdown_source_split,"# Chat Summary - Brain Architecture
Brain DB should be the source of truth Cognee should be a rebuildable semantic projection Slack should be a strict memory intake agent Open questions - Should Telegram be added later? Which model is cheapest while saturating performance?","You are evaluating Brain, a personal memory system.
Return only JSON matching the requested schema.
Be strict on committing durable memory, preserve ambiguity, and never present superseded/deleted facts as current.
Role: atomic_card_extractor
Fixture ID: long_markdown_chat_summary_001__punctuation
Role contract:
- Extract atomic memory cards only from facts explicitly supported by the input; omit or lower confidence on ambiguous references.
- When extraction succeeds, use decision commit_success or commit_with_warning; do not emit backend conflict-policy decisions.
Input:
# Chat Summary - Brain Architecture
Brain DB should be the source of truth Cognee should be a rebuildable semantic projection Slack should be a strict memory intake agent Open questions - Should Telegram be added later? Which model is cheapest while saturating performance?","{""decision_any"": [""commit_success"", ""commit_with_warning""], ""memory_kinds"": [""decision"", ""open_question"", ""source_summary""], ""must_include"": [""Brain DB"", ""Cognee"", ""Slack"", ""Telegram""], ""source_memory_split"": true}","Expected card kinds include decision, open_question, source_summary; model emitted architecture_principle, architecture_principle, architecture_principle, open_question, open_question. Lowest subscores: memory_card_quality=0.33, recall_quality=0.00.",artifacts/full_model_suite_gpt55_1repeat_manual_20260508_205815/raw_full/openai_gpt-5.5__atomic_card_extractor__long_markdown_chat_summary_001__punctuation__0.json,artifacts/full_model_suite_gpt55_1repeat_manual_20260508_205815/parsed/eval_20260508_195937/openai_gpt-5.5__atomic_card_extractor__long_markdown_chat_summary_001__punctuation__0.json
20,atomic_card_extractor,conversation_transcript_sam_001,base,0,quality_fail,quality_failure,0.3000000000000001,,transcript_source_split,"Daniele: Still at Goldman? Sam: No, I left Goldman last month and joined Point72. Daniele: Still listening to Bill Evans? Sam: Yes, but lately more early Coltrane. Daniele: We should catch up about AI infra. Sam: Definitely, send me that article.","You are evaluating Brain, a personal memory system.
Return only JSON matching the requested schema.
Be strict on committing durable memory, preserve ambiguity, and never present superseded/deleted facts as current.
Role: atomic_card_extractor
Fixture ID: conversation_transcript_sam_001
Role contract:
- Extract atomic memory cards only from facts explicitly supported by the input; omit or lower confidence on ambiguous references.
- When extraction succeeds, use decision commit_success or commit_with_warning; do not emit backend conflict-policy decisions.
- Zero tolerance: do not add unsupported details or attach ambiguous references to nearby topics unless the input explicitly links them.
Input:
Daniele: Still at Goldman? Sam: No, I left Goldman last month and joined Point72. Daniele: Still listening to Bill Evans? Sam: Yes, but lately more early Coltrane. Daniele: We should catch up about AI infra. Sam: Definitely, send me that article.","{""decision_any"": [""commit_success"", ""commit_with_warning""], ""memory_kinds"": [""person_interaction"", ""person_fact"", ""open_loop"", ""source_summary""], ""must_include"": [""Point72"", ""Bill Evans"", ""early Coltrane"", ""article""], ""must_not_include"": [""hates Bill Evans""], ""source_memory_split"": true}","Expected card kinds include person_interaction, person_fact, open_loop, source_summary; model emitted employment, music_preference, professional_interest, follow_up. Lowest subscores: memory_card_quality=0.00, recall_quality=0.00.",artifacts/full_model_suite_gpt55_1repeat_manual_20260508_205815/raw_full/openai_gpt-5.5__atomic_card_extractor__conversation_transcript_sam_001__0.json,artifacts/full_model_suite_gpt55_1repeat_manual_20260508_205815/parsed/eval_20260508_195937/openai_gpt-5.5__atomic_card_extractor__conversation_transcript_sam_001__0.json
21,atomic_card_extractor,conversation_transcript_sam_001,context,0,quality_fail,quality_failure,0.3000000000000001,,transcript_source_split,"For context, Daniele: Still at Goldman? Sam: No, I left Goldman last month and joined Point72. Daniele: Still listening to Bill Evans? Sam: Yes, but lately more early Coltrane. Daniele: We should catch up about AI infra. Sam: Definitely, send me that article.","You are evaluating Brain, a personal memory system.
Return only JSON matching the requested schema.
Be strict on committing durable memory, preserve ambiguity, and never present superseded/deleted facts as current.
Role: atomic_card_extractor
Fixture ID: conversation_transcript_sam_001__context
Role contract:
- Extract atomic memory cards only from facts explicitly supported by the input; omit or lower confidence on ambiguous references.
- When extraction succeeds, use decision commit_success or commit_with_warning; do not emit backend conflict-policy decisions.
- Zero tolerance: do not add unsupported details or attach ambiguous references to nearby topics unless the input explicitly links them.
Input:
For context, Daniele: Still at Goldman? Sam: No, I left Goldman last month and joined Point72. Daniele: Still listening to Bill Evans? Sam: Yes, but lately more early Coltrane. Daniele: We should catch up about AI infra. Sam: Definitely, send me that article.","{""decision_any"": [""commit_success"", ""commit_with_warning""], ""memory_kinds"": [""person_interaction"", ""person_fact"", ""open_loop"", ""source_summary""], ""must_include"": [""Point72"", ""Bill Evans"", ""early Coltrane"", ""article""], ""must_not_include"": [""hates Bill Evans""], ""source_memory_split"": true}","Required content is not represented in extracted memory cards: article. Expected card kinds include person_interaction, person_fact, open_loop, source_summary; model emitted employment, music_preference, music_preference, interest. Lowest subscores: memory_card_quality=0.00, recall_quality=0.00.",artifacts/full_model_suite_gpt55_1repeat_manual_20260508_205815/raw_full/openai_gpt-5.5__atomic_card_extractor__conversation_transcript_sam_001__context__0.json,artifacts/full_model_suite_gpt55_1repeat_manual_20260508_205815/parsed/eval_20260508_195937/openai_gpt-5.5__atomic_card_extractor__conversation_transcript_sam_001__context__0.json
22,atomic_card_extractor,email_source_meeting_followup_001,context,0,quality_fail,quality_failure,0.3000000000000001,,email_source,"For context, From: sam@example.com Subject: Follow up. Great seeing you. Yes, I joined Point72 last month. Please send the AI infra article.","You are evaluating Brain, a personal memory system.
Return only JSON matching the requested schema.
Be strict on committing durable memory, preserve ambiguity, and never present superseded/deleted facts as current.
Role: atomic_card_extractor
Fixture ID: email_source_meeting_followup_001__context
Role contract:
- Extract atomic memory cards only from facts explicitly supported by the input; omit or lower confidence on ambiguous references.
- When extraction succeeds, use decision commit_success or commit_with_warning; do not emit backend conflict-policy decisions.
- Zero tolerance: do not expose raw private email addresses or raw source content unnecessarily.
Input:
For context, From: sam@example.com Subject: Follow up. Great seeing you. Yes, I joined Point72 last month. Please send the AI infra article.","{""decision_any"": [""commit_success"", ""commit_with_warning""], ""memory_kinds"": [""person_fact"", ""open_loop"", ""source_summary""], ""must_include"": [""Point72"", ""AI infra article""], ""must_not_include"": [""sam@example.com"", ""invented surname""]}","Required content is not represented in extracted memory cards: AI infra article. Expected card kinds include person_fact, open_loop, source_summary; model emitted employment, interest_or_request. Lowest subscores: memory_card_quality=0.00, recall_quality=0.00.",artifacts/full_model_suite_gpt55_1repeat_manual_20260508_205815/raw_full/openai_gpt-5.5__atomic_card_extractor__email_source_meeting_followup_001__context__0.json,artifacts/full_model_suite_gpt55_1repeat_manual_20260508_205815/parsed/eval_20260508_195937/openai_gpt-5.5__atomic_card_extractor__email_source_meeting_followup_001__context__0.json
23,atomic_card_extractor,email_source_meeting_followup_001,base,0,quality_fail,quality_failure,0.3000000000000001,,email_source,"From: sam@example.com Subject: Follow up. Great seeing you. Yes, I joined Point72 last month. Please send the AI infra article.","You are evaluating Brain, a personal memory system.
Return only JSON matching the requested schema.
Be strict on committing durable memory, preserve ambiguity, and never present superseded/deleted facts as current.
Role: atomic_card_extractor
Fixture ID: email_source_meeting_followup_001
Role contract:
- Extract atomic memory cards only from facts explicitly supported by the input; omit or lower confidence on ambiguous references.
- When extraction succeeds, use decision commit_success or commit_with_warning; do not emit backend conflict-policy decisions.
- Zero tolerance: do not expose raw private email addresses or raw source content unnecessarily.
Input:
From: sam@example.com Subject: Follow up. Great seeing you. Yes, I joined Point72 last month. Please send the AI infra article.","{""decision_any"": [""commit_success"", ""commit_with_warning""], ""memory_kinds"": [""person_fact"", ""open_loop"", ""source_summary""], ""must_include"": [""Point72"", ""AI infra article""], ""must_not_include"": [""sam@example.com"", ""invented surname""]}","Required content is not represented in extracted memory cards: AI infra article. Expected card kinds include person_fact, open_loop, source_summary; model emitted employment, content_request. Lowest subscores: memory_card_quality=0.00, recall_quality=0.00.",artifacts/full_model_suite_gpt55_1repeat_manual_20260508_205815/raw_full/openai_gpt-5.5__atomic_card_extractor__email_source_meeting_followup_001__0.json,artifacts/full_model_suite_gpt55_1repeat_manual_20260508_205815/parsed/eval_20260508_195937/openai_gpt-5.5__atomic_card_extractor__email_source_meeting_followup_001__0.json
24,atomic_card_extractor,conversation_transcript_sam_001,punctuation,0,quality_fail,quality_failure,0.3000000000000001,,transcript_source_split,"Daniele - Still at Goldman? Sam - No, I left Goldman last month and joined Point72 Daniele - Still listening to Bill Evans? Sam - Yes, but lately more early Coltrane Daniele - We should catch up about AI infra Sam - Definitely, send me that article","You are evaluating Brain, a personal memory system.
Return only JSON matching the requested schema.
Be strict on committing durable memory, preserve ambiguity, and never present superseded/deleted facts as current.
Role: atomic_card_extractor
Fixture ID: conversation_transcript_sam_001__punctuation
Role contract:
- Extract atomic memory cards only from facts explicitly supported by the input; omit or lower confidence on ambiguous references.
- When extraction succeeds, use decision commit_success or commit_with_warning; do not emit backend conflict-policy decisions.
- Zero tolerance: do not add unsupported details or attach ambiguous references to nearby topics unless the input explicitly links them.
Input:
Daniele - Still at Goldman? Sam - No, I left Goldman last month and joined Point72 Daniele - Still listening to Bill Evans? Sam - Yes, but lately more early Coltrane Daniele - We should catch up about AI infra Sam - Definitely, send me that article","{""decision_any"": [""commit_success"", ""commit_with_warning""], ""memory_kinds"": [""person_interaction"", ""person_fact"", ""open_loop"", ""source_summary""], ""must_include"": [""Point72"", ""Bill Evans"", ""early Coltrane"", ""article""], ""must_not_include"": [""hates Bill Evans""], ""source_memory_split"": true}","Required content is not represented in extracted memory cards: article. Expected card kinds include person_interaction, person_fact, open_loop, source_summary; model emitted employment, music_preference, music_preference, interest. Lowest subscores: memory_card_quality=0.00, recall_quality=0.00.",artifacts/full_model_suite_gpt55_1repeat_manual_20260508_205815/raw_full/openai_gpt-5.5__atomic_card_extractor__conversation_transcript_sam_001__punctuation__0.json,artifacts/full_model_suite_gpt55_1repeat_manual_20260508_205815/parsed/eval_20260508_195937/openai_gpt-5.5__atomic_card_extractor__conversation_transcript_sam_001__punctuation__0.json
25,atomic_card_extractor,email_source_meeting_followup_001,punctuation,0,quality_fail,quality_failure,0.3000000000000001,,email_source,"From - sam@examplecom Subject - Follow up Great seeing you Yes, I joined Point72 last month Please send the AI infra article","You are evaluating Brain, a personal memory system.
Return only JSON matching the requested schema.
Be strict on committing durable memory, preserve ambiguity, and never present superseded/deleted facts as current.
Role: atomic_card_extractor
Fixture ID: email_source_meeting_followup_001__punctuation
Role contract:
- Extract atomic memory cards only from facts explicitly supported by the input; omit or lower confidence on ambiguous references.
- When extraction succeeds, use decision commit_success or commit_with_warning; do not emit backend conflict-policy decisions.
- Zero tolerance: do not expose raw private email addresses or raw source content unnecessarily.
Input:
From - sam@examplecom Subject - Follow up Great seeing you Yes, I joined Point72 last month Please send the AI infra article","{""decision_any"": [""commit_success"", ""commit_with_warning""], ""memory_kinds"": [""person_fact"", ""open_loop"", ""source_summary""], ""must_include"": [""Point72"", ""AI infra article""], ""must_not_include"": [""sam@example.com"", ""invented surname""]}","Required content is not represented in extracted memory cards: AI infra article. Expected card kinds include person_fact, open_loop, source_summary; model emitted employment, interest_or_request. Lowest subscores: memory_card_quality=0.00, recall_quality=0.50.",artifacts/full_model_suite_gpt55_1repeat_manual_20260508_205815/raw_full/openai_gpt-5.5__atomic_card_extractor__email_source_meeting_followup_001__punctuation__0.json,artifacts/full_model_suite_gpt55_1repeat_manual_20260508_205815/parsed/eval_20260508_195937/openai_gpt-5.5__atomic_card_extractor__email_source_meeting_followup_001__punctuation__0.json
